"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","previous"
"2325",34,"blue-collar","married","secondary","no",103,"yes","yes","unknown",8,"may",956,2,0
"2326",38,"admin.","single","secondary","no",883,"yes","no","cellular",12,"may",95,1,9
"2327",32,"services","married","secondary","no",55,"yes","no","unknown",15,"may",546,9,0
"2328",41,"admin.","married","secondary","no",8238,"yes","yes","unknown",30,"may",124,4,0
"2329",25,"blue-collar","single","secondary","no",913,"yes","no","cellular",7,"jul",113,4,0
"2330",38,"blue-collar","divorced","secondary","no",595,"yes","no","cellular",7,"may",245,3,0
"2331",26,"technician","single","secondary","no",7,"yes","no","cellular",22,"jul",188,2,0
"2332",37,"technician","single","tertiary","no",1661,"no","no","cellular",19,"aug",199,5,0
"2333",30,"management","married","tertiary","yes",102,"yes","no","cellular",5,"apr",470,7,3
"2334",36,"services","married","secondary","no",338,"no","no","unknown",14,"may",90,1,0
"2335",33,"management","married","secondary","no",3132,"yes","no","unknown",23,"may",350,5,0
"2336",33,"admin.","single","tertiary","no",490,"yes","no","cellular",7,"may",31,1,2
"2337",35,"management","married","tertiary","no",2682,"yes","no","cellular",9,"jul",156,1,0
"2338",24,"services","married","tertiary","no",0,"yes","no","unknown",27,"may",299,1,0
"2339",29,"unemployed","married","secondary","no",596,"no","no","cellular",30,"jan",510,2,0
"2340",54,"blue-collar","married","secondary","no",2059,"yes","no","cellular",25,"aug",177,4,0
"2341",27,"admin.","married","secondary","no",132,"no","no","cellular",13,"oct",123,2,0
"2342",34,"management","married","secondary","no",0,"no","no","cellular",2,"feb",270,1,0
"2343",39,"blue-collar","married","primary","no",385,"yes","no","unknown",16,"may",225,4,0
"2344",38,"management","married","tertiary","no",223,"no","no","cellular",28,"jan",63,1,0
"2345",37,"management","married","tertiary","no",0,"yes","no","unknown",3,"jun",247,13,0
"2346",26,"services","single","secondary","no",512,"yes","yes","cellular",30,"jan",206,5,3
"2347",36,"entrepreneur","married","tertiary","no",1169,"yes","no","unknown",6,"may",168,2,0
"2348",35,"management","single","tertiary","no",71,"yes","no","unknown",21,"may",836,12,0
"2349",30,"management","single","tertiary","no",940,"no","no","cellular",8,"aug",131,2,0
"2350",25,"technician","single","secondary","no",-80,"yes","yes","unknown",3,"jun",89,1,0
"2351",34,"technician","married","secondary","no",0,"yes","no","cellular",29,"aug",116,4,0
"2352",52,"unknown","married","unknown","no",1317,"no","no","unknown",12,"jun",58,1,0
"2353",39,"admin.","married","secondary","no",179,"no","no","unknown",6,"sep",36,1,0
"2354",34,"management","married","secondary","no",1007,"yes","no","cellular",21,"jul",240,2,0
"2355",34,"management","single","secondary","no",0,"no","no","cellular",22,"aug",132,4,0
"2356",30,"services","married","secondary","no",1286,"yes","yes","cellular",17,"jul",544,1,0
"2357",33,"services","married","secondary","no",804,"yes","yes","unknown",8,"may",266,1,0
"2358",30,"student","single","secondary","no",4,"no","no","cellular",4,"feb",443,2,0
"2359",51,"blue-collar","married","primary","no",0,"yes","no","cellular",10,"jul",324,1,0
"2360",36,"services","single","secondary","no",417,"yes","no","cellular",6,"feb",15,10,3
"2361",48,"blue-collar","married","primary","no",1678,"no","no","cellular",28,"jan",263,2,0
"2362",37,"services","divorced","secondary","no",532,"yes","no","unknown",11,"jun",199,1,0
"2363",58,"management","married","secondary","no",407,"yes","no","cellular",29,"jul",145,2,0
"2364",56,"management","divorced","tertiary","no",659,"no","yes","cellular",2,"jun",56,1,0
"2365",34,"blue-collar","married","secondary","no",393,"yes","no","cellular",5,"may",11,9,0
"2366",33,"admin.","divorced","secondary","no",661,"yes","no","cellular",18,"nov",411,1,2
"2367",26,"services","single","secondary","no",0,"no","no","cellular",29,"jul",165,23,0
"2368",40,"management","single","unknown","no",838,"yes","no","unknown",12,"may",619,3,0
"2369",35,"services","married","secondary","no",195,"yes","no","cellular",17,"apr",203,1,0
"2370",45,"entrepreneur","married","secondary","no",68,"yes","no","unknown",7,"may",254,1,0
"2371",37,"technician","single","secondary","yes",-242,"yes","no","cellular",13,"aug",1149,6,0
"2372",35,"management","divorced","tertiary","no",321,"yes","no","unknown",9,"may",189,1,0
"2373",43,"services","single","secondary","yes",3403,"yes","no","cellular",12,"nov",707,2,2
"2374",28,"blue-collar","married","secondary","no",8,"yes","no","cellular",15,"may",196,1,0
"2375",32,"blue-collar","divorced","secondary","no",739,"yes","no","unknown",9,"may",171,1,0
"2376",26,"unemployed","single","secondary","yes",622,"no","no","cellular",28,"jan",1451,2,0
"2377",35,"services","married","secondary","yes",152,"yes","no","unknown",2,"jun",563,1,0
"2378",35,"technician","single","secondary","no",2,"no","no","cellular",11,"aug",239,4,0
"2379",39,"blue-collar","married","secondary","no",1439,"yes","no","telephone",28,"jul",73,6,0
"2380",42,"blue-collar","divorced","secondary","no",1491,"yes","no","cellular",6,"may",203,2,2
"2381",32,"technician","single","secondary","no",6402,"yes","no","cellular",6,"may",158,1,1
"2382",30,"unemployed","married","secondary","no",1210,"no","no","cellular",9,"jul",100,4,0
"2383",26,"management","single","tertiary","no",122,"no","yes","cellular",8,"jul",160,1,0
"2384",30,"student","single","secondary","no",0,"yes","no","cellular",19,"nov",661,1,0
"2385",32,"management","married","tertiary","no",62,"yes","no","cellular",14,"may",166,1,0
"2386",47,"services","married","secondary","no",3333,"yes","yes","cellular",29,"jul",114,2,0
"2387",33,"technician","married","tertiary","no",16992,"yes","no","unknown",29,"may",58,1,0
"2388",57,"blue-collar","married","primary","no",23,"yes","no","telephone",31,"jul",25,8,0
"2389",35,"admin.","married","secondary","no",0,"yes","no","cellular",7,"may",121,2,0
"2390",53,"technician","married","tertiary","no",6072,"no","yes","unknown",16,"jun",226,4,0
"2391",24,"retired","single","secondary","no",366,"no","yes","unknown",16,"may",234,2,0
"2392",54,"management","divorced","tertiary","no",0,"no","yes","cellular",10,"jul",88,1,0
"2393",31,"management","married","tertiary","no",1343,"yes","yes","unknown",21,"may",85,1,0
"2394",41,"entrepreneur","married","secondary","no",2105,"yes","no","cellular",18,"nov",134,1,0
"2395",44,"unknown","married","secondary","no",2319,"no","no","cellular",4,"aug",251,3,0
"2396",35,"services","single","secondary","no",35,"yes","no","cellular",14,"may",152,1,0
"2397",30,"management","married","tertiary","no",877,"no","no","cellular",13,"aug",202,1,5
"2398",43,"blue-collar","single","primary","no",30,"yes","no","unknown",30,"may",379,17,0
"2399",51,"entrepreneur","married","secondary","no",-2082,"no","yes","cellular",28,"jul",123,6,0
"2400",60,"retired","married","secondary","no",89,"no","no","cellular",30,"apr",156,2,0
"2401",43,"self-employed","married","secondary","no",104,"no","no","unknown",17,"jun",332,1,0
"2402",31,"management","married","tertiary","no",1750,"yes","no","telephone",14,"may",90,3,0
"2403",56,"management","married","primary","no",772,"yes","no","telephone",20,"nov",291,1,0
"2404",42,"technician","married","secondary","no",1048,"yes","no","telephone",6,"feb",23,2,0
"2405",52,"entrepreneur","married","primary","no",592,"no","no","cellular",21,"jul",122,2,0
"2406",40,"technician","married","secondary","no",0,"yes","yes","cellular",26,"jul",105,2,1
"2407",36,"services","married","secondary","no",3064,"yes","no","telephone",11,"may",1143,4,0
"2408",40,"services","married","primary","no",33,"no","no","unknown",26,"may",70,3,0
"2409",46,"blue-collar","married","secondary","no",0,"yes","no","cellular",8,"may",264,2,0
"2410",32,"admin.","single","secondary","no",1649,"no","no","cellular",27,"may",204,2,0
"2411",31,"housemaid","single","tertiary","no",287,"yes","no","cellular",19,"nov",182,1,0
"2412",41,"technician","divorced","secondary","no",0,"yes","no","cellular",17,"nov",386,2,0
"2413",58,"housemaid","married","primary","no",419,"no","yes","unknown",5,"jun",295,3,0
"2414",36,"services","married","secondary","no",257,"yes","no","cellular",12,"may",86,2,0
"2415",52,"technician","married","secondary","no",118,"no","no","cellular",28,"aug",16,20,0
"2416",42,"management","married","tertiary","no",251,"no","no","cellular",20,"aug",413,2,0
"2417",32,"management","single","tertiary","no",1731,"yes","yes","unknown",29,"may",323,3,0
"2418",62,"management","married","tertiary","no",0,"no","no","cellular",13,"oct",78,3,0
"2419",31,"technician","single","tertiary","no",23,"no","no","cellular",25,"aug",121,3,0
"2420",41,"blue-collar","single","secondary","yes",-386,"no","yes","cellular",20,"nov",477,1,0
"2421",34,"self-employed","married","tertiary","no",5498,"no","no","cellular",19,"nov",265,1,0
"2422",44,"management","single","tertiary","yes",5063,"no","no","cellular",27,"oct",418,2,0
"2423",42,"blue-collar","married","primary","no",7041,"yes","no","cellular",28,"jul",386,4,0
"2424",37,"entrepreneur","single","secondary","no",654,"no","no","unknown",19,"may",594,2,0
"2425",47,"management","married","tertiary","no",1890,"no","no","cellular",8,"jul",161,1,0
"2426",32,"unemployed","married","secondary","no",2400,"yes","yes","cellular",5,"feb",450,3,0
"2427",46,"blue-collar","married","secondary","no",519,"yes","no","cellular",25,"aug",217,6,0
"2428",39,"technician","single","tertiary","no",1190,"no","no","cellular",8,"aug",136,1,0
"2429",28,"services","single","secondary","no",229,"yes","no","unknown",9,"may",322,1,0
"2430",26,"student","single","secondary","no",203,"no","no","cellular",16,"nov",104,1,1
"2431",52,"technician","married","secondary","no",1818,"no","yes","cellular",17,"nov",189,2,4
"2432",42,"unemployed","married","secondary","yes",1289,"no","no","cellular",15,"jul",250,4,2
"2433",33,"technician","divorced","tertiary","no",39,"no","no","cellular",19,"aug",123,5,0
"2434",73,"retired","married","primary","yes",796,"no","no","cellular",23,"oct",427,1,2
"2435",35,"admin.","single","secondary","no",57,"no","yes","cellular",8,"jul",632,2,0
"2436",40,"management","married","tertiary","no",1548,"yes","no","cellular",13,"apr",101,3,0
"2437",51,"technician","married","secondary","yes",117,"no","no","cellular",24,"aug",467,2,4
"2438",37,"admin.","single","secondary","no",0,"yes","no","cellular",16,"apr",640,2,0
"2439",39,"management","married","tertiary","no",691,"yes","yes","cellular",16,"apr",517,1,1
"2440",28,"blue-collar","married","secondary","no",64,"yes","no","unknown",13,"may",160,3,0
"2441",49,"technician","divorced","tertiary","no",0,"yes","no","cellular",12,"jun",177,3,0
"2442",36,"admin.","married","secondary","no",957,"yes","no","unknown",21,"may",206,1,0
"2443",45,"technician","married","secondary","no",118,"yes","no","unknown",7,"may",208,2,0
"2444",29,"technician","single","tertiary","no",218,"yes","no","cellular",12,"apr",169,1,0
"2445",35,"management","married","secondary","yes",724,"yes","no","cellular",14,"jul",287,2,1
"2446",35,"housemaid","married","tertiary","no",20,"yes","yes","cellular",17,"jul",505,3,0
"2447",30,"blue-collar","married","secondary","no",-28,"yes","no","cellular",18,"may",284,2,1
"2448",46,"blue-collar","married","primary","no",665,"no","no","cellular",30,"jan",89,4,2
"2449",25,"student","single","tertiary","no",5,"no","no","cellular",29,"sep",138,1,0
"2450",36,"management","married","tertiary","yes",925,"no","no","cellular",14,"dec",321,3,4
"2451",42,"blue-collar","married","primary","no",2519,"yes","no","unknown",15,"may",262,4,0
"2452",57,"admin.","married","secondary","no",3927,"no","no","cellular",13,"oct",61,1,0
"2453",42,"management","divorced","tertiary","no",401,"yes","no","cellular",24,"jul",217,9,0
"2454",29,"management","married","tertiary","no",581,"yes","yes","cellular",14,"jul",192,2,0
"2455",36,"technician","married","tertiary","no",1327,"no","no","cellular",29,"oct",174,2,0
"2456",31,"unemployed","married","secondary","no",3242,"no","no","unknown",25,"jun",292,2,0
"2457",59,"technician","married","primary","no",3163,"yes","no","unknown",29,"may",240,2,0
"2458",50,"unemployed","divorced","secondary","no",32,"no","no","cellular",4,"aug",282,2,0
"2459",47,"admin.","married","secondary","no",310,"yes","yes","telephone",14,"aug",128,6,0
"2460",46,"housemaid","married","primary","no",0,"no","no","telephone",2,"feb",161,1,0
"2461",26,"blue-collar","single","primary","no",155,"yes","no","cellular",29,"jan",291,1,4
"2462",31,"services","single","secondary","no",11386,"yes","no","cellular",20,"nov",356,1,0
"2463",30,"services","married","tertiary","no",1380,"yes","no","unknown",21,"may",294,2,0
"2464",47,"blue-collar","single","unknown","no",2443,"no","no","unknown",18,"jun",422,1,0
"2465",23,"technician","single","tertiary","yes",1129,"yes","no","unknown",28,"may",806,1,0
"2466",44,"unemployed","single","primary","no",4232,"no","no","unknown",16,"jun",227,1,0
"2467",42,"self-employed","married","secondary","no",5564,"no","no","cellular",17,"nov",560,2,0
"2468",32,"services","single","secondary","no",-402,"yes","no","cellular",17,"apr",135,1,0
"2469",28,"admin.","single","secondary","no",1323,"yes","no","unknown",3,"jun",361,1,0
"2470",57,"retired","married","primary","no",1623,"yes","yes","cellular",18,"jul",246,1,0
"2471",38,"technician","married","tertiary","no",1042,"yes","no","cellular",4,"feb",419,2,0
"2472",22,"student","single","secondary","yes",2488,"no","no","cellular",8,"nov",449,2,10
"2473",54,"admin.","married","secondary","no",865,"yes","no","cellular",17,"nov",71,1,0
"2474",32,"technician","married","tertiary","no",-1053,"yes","no","cellular",21,"jul",357,3,0
"2475",32,"management","married","tertiary","no",1667,"yes","no","cellular",18,"nov",164,2,3
"2476",59,"admin.","divorced","secondary","no",975,"yes","no","unknown",15,"may",263,4,0
"2477",45,"technician","married","secondary","no",2571,"no","no","unknown",18,"jun",146,2,0
"2478",53,"unknown","married","primary","yes",732,"no","no","cellular",27,"oct",759,2,0
"2479",50,"admin.","divorced","secondary","no",769,"no","no","cellular",28,"jul",72,2,4
"2480",34,"technician","married","secondary","no",-136,"yes","yes","cellular",12,"aug",131,2,0
"2481",35,"admin.","divorced","secondary","yes",3636,"no","yes","cellular",21,"nov",808,2,0
"2482",30,"management","married","tertiary","no",931,"no","no","cellular",17,"jul",1183,1,0
"2483",62,"housemaid","married","secondary","no",565,"no","no","cellular",4,"sep",123,3,0
"2484",40,"blue-collar","married","secondary","no",271,"yes","no","unknown",29,"may",483,2,0
"2485",26,"self-employed","single","tertiary","no",1153,"no","no","cellular",4,"may",238,3,0
"2486",34,"management","married","tertiary","no",-73,"yes","no","cellular",11,"jul",90,1,0
"2487",50,"unknown","married","unknown","yes",558,"no","no","cellular",9,"jul",464,1,6
"2488",31,"unknown","divorced","tertiary","no",137,"no","no","cellular",22,"aug",385,9,0
"2489",35,"technician","married","secondary","no",700,"yes","no","unknown",23,"may",240,2,0
"2490",55,"retired","married","primary","no",-966,"no","yes","cellular",14,"may",104,1,0
"2491",34,"admin.","married","secondary","no",96,"no","no","cellular",29,"aug",109,2,0
"2492",58,"retired","married","primary","no",4007,"no","no","cellular",30,"nov",598,4,0
"2493",50,"management","single","tertiary","no",567,"yes","no","unknown",16,"may",274,8,0
"2494",31,"technician","single","secondary","no",40,"no","no","cellular",7,"aug",123,2,0
"2495",47,"admin.","divorced","secondary","no",136,"no","yes","cellular",23,"jul",70,1,0
"2496",38,"self-employed","single","tertiary","no",917,"yes","no","unknown",23,"may",260,1,0
"2497",46,"management","single","tertiary","no",593,"yes","no","cellular",29,"jan",190,3,0
"2498",42,"blue-collar","married","primary","no",505,"yes","no","unknown",14,"may",521,2,0
"2499",34,"blue-collar","married","secondary","no",2542,"yes","no","cellular",14,"may",228,1,0
"2500",37,"management","married","tertiary","yes",5355,"no","no","telephone",17,"feb",466,4,0
"2501",38,"student","single","tertiary","no",807,"no","no","cellular",27,"feb",74,2,0
"2502",59,"retired","married","secondary","no",9976,"yes","no","unknown",29,"may",57,2,0
"2503",32,"admin.","married","secondary","no",0,"no","no","cellular",30,"jan",119,3,0
"2504",55,"management","married","tertiary","no",540,"no","no","cellular",19,"nov",124,2,0
"2505",35,"blue-collar","married","secondary","no",280,"yes","yes","cellular",31,"jul",65,50,0
"2506",56,"management","divorced","tertiary","no",-59,"no","yes","cellular",28,"jul",127,6,0
"2507",27,"admin.","married","secondary","no",-517,"yes","no","cellular",14,"jul",172,3,0
"2508",42,"unemployed","single","secondary","no",2613,"yes","no","cellular",30,"jul",174,6,0
"2509",42,"student","married","unknown","no",-7,"no","no","telephone",31,"jul",41,6,0
"2510",41,"blue-collar","married","primary","no",0,"yes","no","unknown",30,"may",232,3,0
"2511",53,"retired","divorced","secondary","no",-200,"no","yes","unknown",6,"jun",161,1,0
"2512",67,"retired","married","primary","no",2301,"no","no","cellular",16,"apr",124,1,0
"2513",53,"housemaid","married","primary","yes",104,"no","yes","unknown",5,"jun",701,1,0
"2514",33,"blue-collar","married","primary","no",191,"yes","no","unknown",9,"may",162,2,0
"2515",31,"technician","single","unknown","no",694,"yes","no","unknown",6,"jun",431,2,0
"2516",31,"admin.","married","secondary","no",212,"yes","no","cellular",18,"jul",191,3,0
"2517",30,"management","married","tertiary","no",1882,"yes","no","cellular",11,"aug",249,5,0
"2518",48,"blue-collar","married","unknown","no",131,"yes","no","unknown",6,"may",189,1,0
"2519",30,"technician","single","secondary","no",175,"no","no","cellular",25,"aug",167,4,0
"2520",43,"technician","single","tertiary","no",0,"no","no","cellular",29,"aug",73,4,0
"2521",38,"management","divorced","tertiary","no",4425,"yes","no","unknown",30,"may",162,1,0
"2522",46,"unemployed","married","secondary","no",3533,"yes","no","cellular",12,"aug",235,2,0
"2523",59,"blue-collar","divorced","secondary","no",3573,"no","no","cellular",15,"may",44,1,0
"2524",44,"management","divorced","tertiary","no",476,"yes","yes","unknown",26,"may",127,2,0
"2525",35,"blue-collar","married","secondary","no",1257,"yes","no","cellular",20,"apr",93,3,7
"2526",55,"blue-collar","married","unknown","no",23,"no","no","cellular",30,"jan",143,1,3
"2527",39,"management","single","tertiary","no",0,"yes","no","cellular",16,"apr",81,2,0
"2528",36,"services","single","secondary","no",398,"yes","yes","unknown",17,"jun",77,2,0
"2529",33,"blue-collar","married","secondary","no",745,"yes","no","unknown",23,"may",115,4,0
"2530",48,"management","single","tertiary","no",8106,"no","no","unknown",17,"nov",125,1,3
"2531",33,"management","single","tertiary","no",0,"no","no","cellular",19,"aug",53,4,0
"2532",67,"retired","married","unknown","no",696,"no","no","telephone",4,"may",77,2,0
"2533",48,"unemployed","divorced","secondary","no",1266,"yes","no","telephone",3,"feb",45,1,0
"2534",57,"management","married","tertiary","no",2416,"no","no","cellular",11,"aug",74,2,0
"2535",31,"housemaid","married","primary","no",25,"no","no","cellular",21,"aug",169,5,0
"2536",30,"student","single","tertiary","no",7513,"no","no","cellular",11,"aug",269,2,0
"2537",56,"entrepreneur","divorced","primary","no",29,"no","no","cellular",29,"jan",52,2,1
"2538",26,"blue-collar","married","primary","no",5116,"yes","no","cellular",22,"jul",246,3,0
"2539",44,"management","married","secondary","no",-1746,"yes","no","unknown",20,"jun",218,1,0
"2540",44,"technician","divorced","secondary","yes",14,"no","no","cellular",13,"nov",167,1,1
"2541",31,"management","married","tertiary","yes",4148,"yes","no","cellular",21,"nov",316,3,9
"2542",47,"self-employed","married","unknown","no",14,"yes","no","cellular",15,"may",142,1,0
"2543",30,"admin.","single","secondary","no",105,"yes","no","cellular",21,"nov",75,1,0
"2544",37,"management","married","tertiary","no",767,"no","yes","cellular",2,"feb",204,1,0
"2545",56,"admin.","divorced","primary","no",0,"no","yes","cellular",10,"jul",542,1,0
"2546",43,"management","single","secondary","no",-228,"yes","yes","unknown",16,"may",122,2,0
"2547",42,"services","married","secondary","no",508,"yes","no","unknown",30,"may",70,1,0
"2548",60,"management","married","secondary","no",725,"yes","no","cellular",8,"jul",266,1,0
"2549",34,"blue-collar","married","unknown","no",41,"yes","no","cellular",6,"may",34,9,0
"2550",34,"management","single","tertiary","no",184,"no","no","cellular",22,"jul",203,4,0
"2551",41,"management","married","tertiary","no",251,"no","yes","unknown",6,"jun",85,3,0
"2552",38,"management","divorced","secondary","no",-17,"no","no","cellular",21,"nov",11,4,0
"2553",23,"services","married","secondary","no",-19,"yes","no","unknown",20,"jun",13,10,0
"2554",33,"management","married","tertiary","yes",1064,"yes","no","cellular",13,"may",562,1,0
"2555",36,"blue-collar","married","secondary","no",777,"yes","no","cellular",6,"may",185,3,0
"2556",49,"unemployed","married","tertiary","no",377,"no","no","cellular",22,"may",158,1,2
"2557",34,"admin.","divorced","secondary","yes",479,"yes","no","cellular",12,"may",515,1,5
"2558",40,"technician","divorced","secondary","no",-375,"yes","no","cellular",13,"may",60,5,0
"2559",72,"retired","married","primary","no",796,"no","no","cellular",24,"apr",173,2,0
"2560",43,"technician","married","secondary","no",17,"yes","no","unknown",16,"may",353,4,0
"2561",44,"blue-collar","married","secondary","no",1071,"yes","no","cellular",11,"may",143,3,1
"2562",35,"admin.","married","secondary","no",0,"yes","no","cellular",20,"apr",18,5,0
"2563",46,"admin.","divorced","secondary","no",7378,"no","no","cellular",18,"nov",466,1,0
"2564",55,"admin.","married","secondary","no",865,"yes","no","cellular",17,"apr",85,1,1
"2565",50,"technician","divorced","secondary","no",-701,"yes","yes","cellular",24,"jul",148,1,0
"2566",23,"blue-collar","single","unknown","no",817,"yes","no","cellular",18,"may",123,1,0
"2567",34,"student","married","unknown","no",1387,"no","no","cellular",30,"apr",121,1,0
"2568",40,"blue-collar","married","secondary","no",0,"yes","yes","unknown",29,"may",245,3,0
"2569",61,"retired","married","secondary","yes",2917,"no","no","cellular",6,"oct",215,1,0
"2570",53,"technician","married","secondary","no",4541,"yes","no","unknown",15,"may",190,6,0
"2571",57,"technician","married","secondary","no",0,"no","no","unknown",13,"may",44,1,0
"2572",28,"blue-collar","married","secondary","no",4287,"no","no","cellular",30,"apr",171,1,0
"2573",25,"admin.","married","secondary","no",242,"yes","no","cellular",30,"jul",62,12,0
"2574",38,"blue-collar","married","secondary","no",171,"yes","yes","unknown",20,"may",172,1,0
"2575",27,"services","single","secondary","no",259,"yes","no","unknown",23,"may",78,10,0
"2576",45,"blue-collar","married","secondary","no",827,"yes","no","unknown",15,"may",319,5,0
"2577",31,"services","single","secondary","no",469,"no","yes","cellular",2,"feb",111,1,0
"2578",39,"blue-collar","married","primary","no",2226,"yes","no","unknown",6,"may",158,1,0
"2579",42,"technician","married","secondary","no",0,"no","no","cellular",29,"aug",82,12,0
"2580",46,"management","married","tertiary","no",477,"yes","no","unknown",20,"may",128,6,0
"2581",36,"services","married","secondary","no",42,"yes","no","unknown",8,"may",102,4,0
"2582",30,"management","single","tertiary","no",775,"yes","no","unknown",16,"jun",124,2,0
"2583",32,"blue-collar","married","secondary","no",9,"yes","no","cellular",17,"apr",334,2,0
"2584",52,"technician","married","tertiary","yes",2557,"no","no","cellular",28,"jan",134,5,2
"2585",31,"management","married","tertiary","no",2395,"no","no","cellular",27,"apr",218,1,0
"2586",60,"management","married","primary","no",4895,"no","no","unknown",9,"jun",313,1,0
"2587",35,"blue-collar","single","secondary","no",376,"yes","yes","unknown",6,"may",207,3,0
"2588",38,"management","married","tertiary","no",389,"yes","no","unknown",6,"may",262,1,0
"2589",46,"management","divorced","tertiary","no",134,"no","no","cellular",19,"aug",134,2,0
"2590",45,"entrepreneur","divorced","tertiary","no",1273,"yes","yes","unknown",11,"jun",197,3,0
"2591",59,"services","married","secondary","no",0,"yes","no","cellular",12,"may",214,3,0
"2592",34,"management","married","tertiary","no",2892,"yes","yes","cellular",30,"jul",1165,7,0
"2593",33,"technician","divorced","secondary","no",0,"yes","no","cellular",7,"may",177,2,0
"2594",46,"management","single","secondary","no",295,"yes","no","unknown",23,"may",141,6,0
"2595",48,"admin.","married","secondary","no",292,"yes","yes","cellular",29,"jul",164,6,0
"2596",31,"services","single","secondary","no",85,"no","no","cellular",16,"jul",151,1,0
"2597",32,"technician","married","secondary","no",4,"no","no","cellular",4,"feb",145,2,4
"2598",35,"blue-collar","divorced","primary","no",-587,"yes","no","unknown",26,"may",111,1,0
"2599",36,"blue-collar","single","primary","no",367,"no","no","cellular",2,"feb",217,1,1
"2600",52,"management","married","tertiary","no",-1224,"yes","no","cellular",7,"may",253,4,0
"2601",45,"management","divorced","tertiary","no",959,"no","no","unknown",18,"jun",74,1,0
"2602",34,"management","married","tertiary","no",0,"no","no","cellular",20,"aug",263,2,0
"2603",25,"blue-collar","married","primary","no",-589,"yes","no","unknown",3,"jun",233,1,0
"2604",26,"management","single","tertiary","no",-8,"no","no","cellular",13,"aug",402,2,0
"2605",57,"management","married","unknown","no",0,"no","no","cellular",30,"sep",585,1,0
"2606",48,"management","married","primary","no",247,"yes","yes","unknown",14,"may",145,1,0
"2607",48,"technician","married","unknown","no",5543,"no","no","unknown",16,"jun",143,5,0
"2608",32,"blue-collar","married","primary","no",642,"no","yes","cellular",8,"jul",524,1,0
"2609",58,"retired","married","secondary","no",11,"no","no","cellular",11,"aug",270,1,0
"2610",57,"management","married","primary","no",-226,"yes","no","unknown",4,"jun",272,1,0
"2611",31,"entrepreneur","married","tertiary","no",5191,"no","no","cellular",20,"nov",187,2,0
"2612",33,"blue-collar","single","secondary","no",-320,"no","no","cellular",18,"may",268,2,0
"2613",53,"entrepreneur","married","tertiary","no",2289,"yes","yes","cellular",17,"nov",183,1,0
"2614",36,"admin.","married","secondary","no",725,"yes","no","cellular",27,"feb",123,3,8
"2615",32,"technician","single","tertiary","no",705,"yes","no","cellular",20,"apr",20,4,0
"2616",45,"blue-collar","married","secondary","no",776,"yes","no","cellular",6,"feb",232,4,1
"2617",35,"unemployed","married","tertiary","no",816,"yes","no","cellular",19,"nov",547,7,0
"2618",41,"services","married","secondary","no",171,"no","no","cellular",21,"jul",71,9,0
"2619",54,"services","married","secondary","no",812,"no","no","cellular",31,"jul",113,6,0
"2620",49,"services","married","secondary","yes",823,"no","no","cellular",8,"aug",780,4,0
"2621",28,"technician","single","secondary","no",1453,"yes","no","cellular",12,"may",246,1,1
"2622",24,"blue-collar","single","unknown","no",431,"yes","no","unknown",3,"jun",108,12,0
"2623",30,"admin.","single","secondary","no",1009,"yes","no","cellular",29,"jan",253,1,0
"2624",32,"self-employed","married","primary","no",286,"yes","no","cellular",6,"aug",175,1,0
"2625",53,"entrepreneur","married","tertiary","no",22370,"yes","no","unknown",15,"may",106,1,0
"2626",42,"blue-collar","married","primary","no",2111,"yes","no","cellular",7,"may",86,2,0
"2627",48,"blue-collar","married","primary","no",5366,"yes","no","unknown",21,"may",248,3,0
"2628",33,"technician","married","secondary","no",181,"yes","yes","telephone",28,"jul",265,2,0
"2629",31,"blue-collar","divorced","secondary","no",-452,"yes","no","unknown",26,"may",182,5,0
"2630",56,"unemployed","divorced","primary","no",1770,"no","no","cellular",5,"feb",916,3,0
"2631",58,"retired","married","primary","no",0,"no","no","cellular",4,"aug",506,1,0
"2632",37,"admin.","single","secondary","no",-296,"yes","no","cellular",20,"apr",81,1,0
"2633",59,"management","married","primary","no",2358,"yes","no","cellular",17,"apr",30,1,0
"2634",50,"management","single","tertiary","yes",1200,"no","no","cellular",14,"aug",904,3,0
"2635",39,"housemaid","single","primary","no",109,"yes","no","unknown",6,"may",699,3,0
"2636",30,"technician","married","secondary","no",616,"yes","no","cellular",6,"may",19,1,0
"2637",47,"services","divorced","secondary","no",4906,"yes","no","unknown",14,"may",389,1,0
"2638",44,"self-employed","married","secondary","no",313,"no","no","cellular",6,"aug",211,4,0
"2639",38,"blue-collar","married","primary","no",290,"yes","no","cellular",16,"apr",283,1,0
"2640",50,"management","married","tertiary","no",1240,"no","no","cellular",12,"aug",474,2,0
"2641",27,"admin.","single","tertiary","no",3672,"yes","no","cellular",15,"may",157,2,5
"2642",73,"retired","married","secondary","no",19,"no","no","cellular",5,"nov",509,2,0
"2643",46,"blue-collar","married","primary","no",143,"yes","no","unknown",7,"may",279,1,0
"2644",56,"retired","divorced","secondary","no",212,"no","yes","telephone",17,"jul",27,1,0
"2645",36,"management","married","tertiary","yes",9,"no","no","cellular",11,"aug",386,4,0
"2646",33,"blue-collar","married","primary","no",3074,"no","no","cellular",18,"nov",679,1,0
"2647",40,"management","married","tertiary","no",1734,"yes","no","unknown",2,"jun",169,1,0
"2648",52,"management","married","tertiary","no",575,"no","no","unknown",3,"jun",315,1,0
